PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,NBA_FANTASY_PTS,DD2,TD3,PLUS_MINUS
A.C. Green,DAL,33,83,23,60,30.1,7.2,2.8,5.8,48.3,0.0,0.2,5.0,1.5,2.4,65.0,2.7,5.2,7.9,0.8,0.9,0.8,0.2,1.7,20.1,16,0,-4.2
Aaron McKie,DET,24,83,48,35,19.6,5.2,1.8,4.4,41.1,0.5,1.2,39.8,1.1,1.3,83.6,0.5,2.2,2.7,1.9,1.1,0.9,0.3,1.6,13.8,1,0,1.6
Aaron Williams,VAN,25,33,4,29,17.0,6.2,2.6,4.5,57.4,0.0,0.0,0.0,1.0,1.5,67.3,1.9,2.5,4.3,0.5,1.0,0.5,0.9,2.2,15.2,0,0,-3.2
Acie Earl,MIL,27,47,14,33,10.6,4.0,1.4,3.8,37.4,0.0,0.1,0.0,1.1,1.8,64.3,0.7,1.3,2.0,0.4,0.7,0.3,0.6,1.3,9.1,0,0,-1.3
Adam Keefe,UTA,27,62,48,14,14.8,3.8,1.3,2.6,51.3,0.0,0.0,0.0,1.1,1.7,68.9,1.2,2.3,3.5,0.5,0.7,0.5,0.2,1.6,10.1,1,0,2.0
Adrian Caldwell,PHI,30,45,12,33,12.7,2.2,0.9,2.0,43.5,0.0,0.0,0.0,0.5,1.1,42.0,1.3,2.4,3.7,0.3,0.6,0.4,0.2,1.9,8.1,0,0,-1.8
Alan Henderson,ATL,24,30,20,10,16.6,6.6,2.6,5.4,47.5,0.0,0.0,0.0,1.5,2.5,60.0,1.6,2.3,3.9,0.8,1.0,0.7,0.2,2.4,14.2,2,0,-2.7
Aleksandar Djordjevic,POR,29,8,4,4,7.8,3.1,1.0,2.0,50.0,0.6,0.9,71.4,0.5,0.6,80.0,0.1,0.5,0.6,0.6,0.6,0.0,0.0,0.4,4.2,0,0,1.0
Allan Houston,NYK,26,81,56,25,33.1,14.8,5.4,12.7,42.3,1.8,4.7,38.5,2.2,2.7,80.3,0.5,2.4,3.0,2.2,2.1,0.5,0.2,2.9,21.8,0,0,1.3
Allen Iverson,PHI,22,76,20,56,40.0,23.5,8.2,19.8,41.6,2.0,6.0,34.1,5.0,7.2,70.2,1.5,2.6,4.1,7.5,4.4,2.1,0.3,3.1,42.3,19,0,-5.8
Alonzo Mourning,MIA,27,66,49,17,35.2,19.8,7.2,13.4,53.4,0.0,0.1,11.1,5.5,8.6,64.2,2.9,7.1,9.9,1.6,3.4,0.8,2.9,4.1,41.9,32,0,7.0
Alton Lister,BOS,38,53,8,45,9.7,1.6,0.6,1.5,41.6,0.0,0.0,0.0,0.4,0.6,74.2,1.2,1.9,3.2,0.2,0.6,0.2,0.3,1.8,6.5,0,0,-2.2
Amal McCaskill,ORL,23,17,9,8,6.4,1.6,0.6,1.9,31.3,0.0,0.1,0.0,0.5,0.7,66.7,0.2,1.1,1.3,0.4,0.6,0.2,0.3,0.4,4.6,0,0,-1.8
Andrew DeClercq,GSW,24,71,26,45,15.0,5.3,2.0,3.8,52.0,0.0,0.0,0.0,1.3,2.1,60.3,1.7,2.5,4.2,0.5,1.1,0.5,0.4,3.2,12.5,3,0,-1.5
Andrew Lang,MIL,31,52,24,28,23.0,5.3,2.2,4.8,46.4,0.0,0.0,0.0,0.8,1.2,72.1,1.8,3.5,5.3,0.5,0.8,0.5,0.9,2.7,15.9,2,0,-0.7
Anfernee Hardaway,ORL,25,59,38,21,37.7,20.5,7.1,15.9,44.7,1.4,4.5,31.8,4.8,5.8,82.0,1.4,3.1,4.5,5.6,2.5,1.6,0.6,2.1,38.4,2,0,3.4
Anthony Goldwire,DEN,25,60,22,38,19.9,6.5,2.2,5.5,39.7,1.1,2.6,41.8,1.0,1.3,78.2,0.2,1.2,1.4,3.7,1.3,0.6,0.0,1.7,14.1,3,0,-1.2
Anthony Mason,CHH,30,73,48,25,43.0,16.2,5.9,11.3,52.5,0.0,0.0,33.3,4.4,5.9,74.5,2.5,8.8,11.4,5.7,2.3,1.0,0.5,2.8,40.6,44,4,1.6
Anthony Miller,ATL,25,1,0,1,13.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,8.4,0,0,-14.0
Anthony Peeler,VAN,27,72,12,60,31.8,14.5,5.6,14.0,39.8,1.8,4.8,37.3,1.5,1.8,82.0,0.8,2.7,3.4,3.6,2.2,1.5,0.2,2.3,26.8,1,0,-6.3
Antoine Carr,UTA,35,82,64,18,17.8,7.4,3.1,6.4,48.3,0.0,0.0,0.0,1.2,1.5,78.0,0.7,1.6,2.4,0.9,0.9,0.3,0.8,2.6,13.8,0,0,1.1
Antoine Walker,BOS,20,82,15,67,36.2,17.5,7.0,16.5,42.6,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,9.0,3.2,2.8,1.3,0.6,3.3,36.1,33,2,-6.8
Antonio Davis,IND,28,82,39,43,28.5,10.5,3.8,7.8,48.1,0.0,0.2,7.1,2.9,4.4,66.6,2.3,5.0,7.3,0.8,1.7,0.5,1.0,3.2,23.3,20,0,1.3
Antonio Harvey,SEA,26,6,6,0,4.4,2.5,0.8,1.8,45.5,0.0,0.0,0.0,0.8,1.0,83.3,0.3,1.3,1.7,0.2,0.2,0.0,0.7,1.3,6.6,0,0,-0.7
Antonio Lang,CLE,25,64,32,32,13.2,2.7,1.1,2.5,42.0,0.0,0.1,0.0,0.5,0.8,72.9,0.8,1.2,2.0,0.5,0.8,0.5,0.5,1.7,8.0,0,0,0.0
Antonio McDyess,DEN,22,74,19,55,34.7,18.3,7.2,15.6,46.3,0.1,0.5,17.1,3.7,5.2,70.8,2.1,5.2,7.3,1.4,2.7,0.9,1.7,3.7,34.1,19,0,-5.0
Armen Gilliam,MIL,33,80,33,47,25.7,8.6,3.1,6.5,47.1,0.0,0.0,0.0,2.5,3.2,76.8,1.7,4.5,6.2,0.7,1.3,0.8,0.5,2.6,19.6,12,0,-1.7
Arvydas Sabonis,POR,32,69,43,26,25.5,13.4,4.8,9.5,49.8,0.7,1.9,37.1,3.2,4.2,77.7,1.7,6.3,7.9,2.1,2.2,0.9,1.2,2.9,30.3,15,0,5.2
Ashraf Amaya,WAS,25,31,16,15,4.7,1.3,0.4,1.3,30.0,0.0,0.0,100,0.5,0.9,53.6,0.6,1.1,1.7,0.1,0.3,0.2,0.1,0.9,4.1,0,0,-1.3
Avery Johnson,SAS,32,76,19,57,32.5,10.5,4.3,9.0,47.7,0.1,0.3,23.1,1.8,2.7,69.0,0.4,1.5,1.9,6.8,1.9,1.3,0.2,2.1,25.4,11,0,-4.9
B.J. Armstrong,GSW,29,49,19,30,20.8,7.9,3.0,6.7,45.3,0.5,1.8,27.8,1.4,1.6,86.1,0.1,1.3,1.5,2.6,1.1,0.5,0.0,1.1,14.2,0,0,-3.0
Ben Davis,PHX,24,20,12,8,4.9,1.5,0.5,1.3,38.5,0.0,0.0,0.0,0.5,1.0,45.0,0.6,0.8,1.4,0.0,0.2,0.2,0.1,0.8,3.7,0,0,-0.7
Ben Wallace,WAS,22,34,21,13,5.7,1.1,0.5,1.4,34.8,0.0,0.0,0.0,0.2,0.6,30.0,0.7,1.0,1.7,0.1,0.5,0.2,0.3,0.8,4.4,0,0,-0.6
Benoit Benjamin,TOR,32,4,2,2,10.8,3.3,1.3,3.0,41.7,0.0,0.0,0.0,0.8,1.0,75.0,0.8,1.5,2.3,0.3,0.5,0.3,0.0,1.3,6.6,0,0,-2.8
Bill Wennington,CHI,34,61,53,8,12.8,4.6,1.9,3.9,49.8,0.0,0.0,0.0,0.7,0.9,83.0,0.8,1.4,2.1,0.7,0.5,0.2,0.2,2.2,8.7,1,0,1.7
Billy Owens,SAC,28,66,26,40,30.0,11.0,4.5,9.7,46.7,0.4,1.1,34.7,1.5,2.2,69.7,2.0,3.9,5.9,2.8,2.0,0.9,0.4,2.8,24.3,9,0,-1.5
Bimbo Coles,GSW,29,51,19,32,23.2,6.1,2.4,6.2,38.9,0.6,2.0,29.4,0.7,1.0,75.5,0.8,1.5,2.3,2.9,1.2,0.7,0.1,1.9,14.6,0,0,-2.9
Bison Dele,CHI,28,9,6,3,15.3,7.0,2.9,7.0,41.3,0.0,0.0,0.0,1.2,1.7,73.3,1.6,2.1,3.7,1.3,1.2,0.3,0.6,2.2,14.8,0,0,-0.4
Blue Edwards,VAN,31,61,9,52,23.5,7.8,3.0,7.5,39.7,0.4,1.5,28.1,1.5,1.8,81.7,0.8,2.3,3.1,1.9,1.3,0.6,0.3,2.2,15.9,0,0,-5.1
Bo Outlaw,LAC,26,82,36,46,26.8,7.6,3.1,5.1,60.9,0.0,0.1,0.0,1.4,2.8,50.4,2.1,3.4,5.5,1.9,1.3,1.1,1.7,2.8,24.5,5,0,2.0
Bob Sura,CLE,24,82,42,40,27.7,9.2,3.1,7.2,43.1,0.6,2.0,32.3,2.4,3.9,61.4,0.9,2.8,3.8,4.8,2.2,1.1,0.4,2.7,23.2,5,0,0.1
Bobby Hurley,SAC,26,49,18,31,12.8,2.9,0.9,2.6,36.8,0.3,0.9,31.1,0.8,1.1,69.8,0.2,0.6,0.8,3.0,1.1,0.6,0.1,1.1,9.0,1,0,-0.8
Bobby Phills,CLE,27,69,36,33,34.5,12.6,4.8,11.1,42.8,1.2,3.1,39.4,1.8,2.5,71.8,0.9,2.6,3.6,3.4,2.0,1.6,0.3,2.5,25.7,1,0,1.6
Brad Lohaus,TOR,32,6,1,5,7.4,1.7,0.7,2.5,26.7,0.3,1.2,28.6,0.0,0.0,0.0,0.2,1.0,1.2,0.2,0.2,0.2,0.0,1.0,3.7,0,0,-5.2
Brent Barry,LAC,25,59,24,35,18.6,7.5,2.6,6.4,40.9,0.9,2.9,32.4,1.3,1.6,81.7,0.5,1.4,1.9,2.6,1.3,0.9,0.3,1.5,15.7,1,0,1.7
Brent Price,HOU,28,25,14,11,15.6,5.0,1.8,4.2,41.9,0.7,2.1,32.1,0.8,0.8,100,0.4,0.8,1.2,2.6,1.3,0.7,0.0,1.4,11.1,0,0,1.3
Brent Scott,IND,26,16,7,9,3.4,1.2,0.5,1.1,47.1,0.0,0.0,0.0,0.2,0.4,50.0,0.2,0.4,0.6,0.2,0.3,0.1,0.1,0.9,2.3,0,0,0.3
Brett Szabo,BOS,29,70,11,59,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.6,0.2,0.5,1.7,6.9,1,0,-2.4
Brian Evans,ORL,23,14,8,6,4.1,1.4,0.6,1.6,36.4,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.5,0.6,0.5,0.1,0.1,0.1,0.4,3.4,0,0,-0.9
Brian Grant,SAC,25,24,9,15,25.4,10.5,3.8,8.6,44.0,0.0,0.0,0.0,2.9,3.8,77.8,2.0,3.9,5.9,1.2,1.8,0.8,1.0,3.1,23.0,4,0,-4.0
